,pearson_mean,pearson_mean,rmse,rmse,ssim_mean,ssim_mean,n_params,n_params
,mean,std,mean,std,mean,std,mean,std
variant,,,,,,,,
no_reaction,0.24077926576137543,0.003379143230912584,0.2546968162059784,0.002220363767700631,0.39586899905894507,0.0025263674710782613,2188864.0,0.0
