,pearson_mean,pearson_mean,rmse,rmse,ssim_mean,ssim_mean,n_params,n_params
,mean,std,mean,std,mean,std,mean,std
variant,,,,,,,,
isotropic_diffusion,0.22937432676553726,0.0035757491643763776,0.25557631254196167,0.0027298092312020954,0.39275054660933095,0.006019062097539039,2198240.0,0.0
