,pearson_mean,pearson_mean,rmse,rmse,ssim_mean,ssim_mean,n_params,n_params
,mean,std,mean,std,mean,std,mean,std
variant,,,,,,,,
no_dynamics,0.2241547405719757,0.005090832249566189,0.2757539351781209,0.011820433989956719,0.36054253398493974,0.008415689254698605,2198304.0,0.0
