,pearson_mean,pearson_mean,rmse,rmse,ssim_mean,ssim_mean,n_params,n_params
,mean,std,mean,std,mean,std,mean,std
variant,,,,,,,,
no_pde,0.23306171596050262,0.004795215542478457,0.25258491933345795,0.0023175919793412963,0.3882504416253765,0.005937011612770969,2198304.0,0.0
