,pearson_mean,pearson_mean,rmse,rmse,ssim_mean,ssim_mean,n_params,n_params
,mean,std,mean,std,mean,std,mean,std
variant,,,,,,,,
latent_16,0.21998975425958633,0.001576239450746798,0.2559586316347122,0.0020860371936224447,0.38035861667914994,0.001269363820969029,1301280.0,0.0
